Name,timestamp,Type,year,Total_amt_of_sale,maximum_sale_category,avg_discount,no_of_customers_visited,no_of_products_sold,duration_days,platform,campaign_budget,conversion_rate,returning_customers_percent,click_through_rate,impressions,payment_mode_used,avg_session_time,customer_rating_avg,top_selling_product
Flipkart Festive Sale in 2025! 749,2025-04-17 14:12:59,Festive Sale,2025,4370132.07,Books,26.87,13501,4399,6,Twitter,4269000,4.37,74.83,4.56,967150,Credit Card,2.86,4.96,Perfume
Flipkart Summer Sale in 2022! 750,2022-10-08 10:54:52,Summer Sale,2022,8535854.21,Toys,37.87,43023,5803,5,Facebook,4245000,4,64.54,1.06,128970,Credit Card,6.35,3.39,Smartphone
Flipkart GOAT Sale in 2020! 751,2020-10-09 13:21:36,GOAT Sale,2020,2777640.25,Fashion,28.4,44890,5295,6,Twitter,4199000,1.18,37.89,3.37,457270,Credit Card,9.6,3.14,Perfume
Flipkart Winter Sale in 2023! 752,2023-03-15 17:17:14,Winter Sale,2023,4845412.4,Fashion,13.02,23023,8767,7,Flipkart App,9802000,4.97,18.45,4.21,840302,UPI,8.11,2.89,Headphones
Flipkart No Cost EMI Sale in 2023! 753,2023-11-14 21:26:32,No Cost EMI Sale,2023,2413503.86,Beauty,7.72,10239,6451,2,Facebook,535000,1.57,47.33,3.91,871328,Wallet,7.87,3.78,Perfume
Flipkart GOAT Sale in 2021! 754,2021-10-27 8:33:57,GOAT Sale,2021,9814677.2,Fashion,66.43,46610,3048,1,Flipkart App,2969000,1.85,30.24,2.49,426665,Cash on Delivery,1.8,3.95,Toys
Flipkart Monsoon Sale in 2020! 755,2020-02-08 9:31:06,Monsoon Sale,2020,3449683.48,Toys,43.63,2281,1715,2,Twitter,747000,3.16,14.12,0.57,247777,Debit Card,9.34,4.02,Smartphone
Flipkart Flash Sale in 2022! 756,2022-05-24 12:45:39,Flash Sale,2022,1383358.8,Beauty,61.03,19253,4730,4,Instagram,2110000,4.68,57.78,2.03,141153,Credit Card,7.45,4.71,Smartphone
Flipkart GOAT Sale in 2022! 757,2022-10-05 11:59:16,GOAT Sale,2022,4876187.2,Books,47.69,7471,4086,7,Email,6809000,3.23,46.16,4.51,469557,UPI,11.29,3.59,Toys
Flipkart Monsoon Sale in 2024! 758,2024-10-28 21:43:04,Monsoon Sale,2024,5650712.83,Toys,33.81,18683,7917,3,Instagram,3832000,0.63,26.59,2.15,292275,Wallet,11.25,3.29,Perfume
Flipkart No Cost EMI Sale in 2021! 759,2021-11-21 0:35:48,No Cost EMI Sale,2021,1186431.81,Beauty,6.69,28238,9235,6,Flipkart App,7099000,2.17,47.61,1.76,840117,UPI,9.16,4.94,Shoes
Flipkart Clearance Sale in 2022! 760,2022-09-24 12:53:27,Clearance Sale,2022,8951756.63,Books,31.79,43923,988,4,Email,5941000,0.34,44.5,2.2,829451,UPI,1.63,4.59,Washing Machine
Flipkart Summer Sale in 2025! 761,2025-07-01 4:17:12,Summer Sale,2025,2411976.96,Groceries,30.75,5975,720,3,Email,5203000,0.12,22.68,3.38,966176,Wallet,1.7,2.65,Headphones
Flipkart Clearance Sale in 2024! 762,2024-07-13 20:41:51,Clearance Sale,2024,4082987.75,Groceries,21,8375,5099,4,Email,1839000,2.76,38.44,4.76,685768,Wallet,4.04,3.91,Books
Flipkart GOAT Sale in 2023! 763,2023-08-09 11:27:02,GOAT Sale,2023,566824.18,Home,49.35,40077,8934,6,Instagram,2366000,2.75,67.47,0.81,16955,Credit Card,2.4,2.94,Perfume
Flipkart Winter Sale in 2024! 764,2024-04-03 23:22:28,Winter Sale,2024,5142384.39,Groceries,8.63,4527,9520,6,Instagram,8853000,0.6,24.91,4.19,45581,Wallet,8.62,4.38,Books
Flipkart Deal of the Day in 2020! 765,2020-08-16 22:37:50,Deal of the Day,2020,1789571.26,Books,24.66,35392,3502,3,Facebook,4883000,0.79,11.17,2.77,293843,Debit Card,2.56,3.68,Toys
Flipkart GOAT Sale in 2023! 766,2023-07-21 10:27:18,GOAT Sale,2023,2136278.77,Electronics,46.4,13584,6740,4,Email,4323000,4.27,23.9,4.51,237026,Cash on Delivery,3.68,4.13,Headphones
Flipkart Summer Sale in 2023! 767,2023-06-24 9:16:18,Summer Sale,2023,9420423.98,Toys,54.36,18787,8689,7,Facebook,2850000,2.64,22.24,1.22,925637,Credit Card,2.17,4.06,Shoes
Flipkart Festive Sale in 2025! 768,2025-09-25 2:06:51,Festive Sale,2025,7089864.18,Home,5,14016,5855,7,Facebook,1014000,2.97,24.73,3.09,326106,Debit Card,6.1,3.57,Headphones
Flipkart No Cost EMI Sale in 2020! 769,2020-02-21 4:07:27,No Cost EMI Sale,2020,9737038.2,Fashion,46.66,12959,9357,6,Facebook,9263000,3.87,48.19,4.55,746476,Credit Card,11.06,4.26,Smartphone
Flipkart No Cost EMI Sale in 2022! 770,2022-01-03 6:22:44,No Cost EMI Sale,2022,404741,Electronics,8.3,6747,3107,3,Email,2316000,1.84,23.75,4.03,460804,UPI,4.57,3.45,Headphones
Flipkart No Cost EMI Sale in 2024! 771,2024-11-19 1:52:51,No Cost EMI Sale,2024,3518818.71,Sports,35.42,24145,8836,5,Instagram,2701000,0.77,79.93,0.97,97108,Debit Card,2.22,3.26,Books
Flipkart Monsoon Sale in 2024! 772,2024-05-17 11:02:55,Monsoon Sale,2024,9349946.17,Home,52.81,7481,2686,5,Facebook,5395000,4.06,32.18,4.74,437165,Cash on Delivery,9.23,3.93,Perfume
Flipkart Flash Sale in 2024! 773,2024-09-16 20:46:12,Flash Sale,2024,7810607.18,Groceries,55.77,6514,5155,1,Email,9925000,3.79,49.37,2.09,812993,UPI,4.05,3.77,Books
Flipkart Festive Sale in 2024! 774,2024-03-07 7:22:17,Festive Sale,2024,2895495.1,Home,45.5,26729,8100,7,Flipkart App,8527000,1.17,23.63,4.14,713573,Wallet,3.64,2.95,Laptop
Flipkart Big Billion Days Sale in 2020! 775,2020-04-27 22:49:25,Big Billion Days Sale,2020,379010.76,Sports,61.63,28573,5744,6,Flipkart App,1380000,0.19,19.16,3.79,286106,UPI,1.31,4.41,Books
Flipkart Monsoon Sale in 2022! 776,2022-09-25 12:20:57,Monsoon Sale,2022,9370782.94,Sports,17.6,17658,2985,1,Email,3220000,1.61,62.3,2.26,849010,UPI,7.49,2.84,Smartphone
Flipkart GOAT Sale in 2022! 777,2022-09-22 19:28:53,GOAT Sale,2022,6330242.35,Toys,47.6,4212,2228,4,Instagram,3335000,0.65,11.47,0.94,542149,Cash on Delivery,6.23,4.83,Shoes
Flipkart Summer Sale in 2023! 778,2023-03-05 21:51:24,Summer Sale,2023,2436544.04,Home,45.78,25363,1261,2,Twitter,649000,3.22,29.67,4.87,20390,Wallet,4.04,4.85,Laptop
Flipkart Winter Sale in 2021! 779,2021-10-15 12:15:42,Winter Sale,2021,8846141.65,Fashion,8.7,20781,6309,5,Twitter,9798000,2.29,63.86,4.43,19908,Debit Card,6.82,3.15,Shoes
Flipkart Deal of the Day in 2025! 780,2025-06-17 18:27:23,Deal of the Day,2025,2937647.13,Toys,63.9,24879,4312,4,Instagram,2854000,1.13,47.76,1.77,333536,Wallet,7.63,2.78,Shoes
Flipkart Summer Sale in 2023! 781,2023-06-27 5:47:23,Summer Sale,2023,375360.69,Books,47.51,8163,7387,5,Flipkart App,3927000,0.59,28.75,1.91,635781,UPI,10.32,4.99,Washing Machine
Flipkart Big Billion Days Sale in 2024! 782,2024-11-02 18:19:56,Big Billion Days Sale,2024,6443012.36,Books,16.85,25847,9695,4,Flipkart App,552000,1.11,51.12,4.2,246384,UPI,9.63,3.27,Shoes
Flipkart Winter Sale in 2020! 783,2020-10-13 5:32:42,Winter Sale,2020,5033965.84,Beauty,67.19,13544,9875,7,Facebook,3852000,1.41,42.7,1.71,897717,Cash on Delivery,10.29,3.14,Toys
Flipkart Big Billion Days Sale in 2023! 784,2023-10-13 10:02:05,Big Billion Days Sale,2023,5813240.29,Electronics,38.86,41729,4353,4,Instagram,5550000,4.38,41.69,0.91,225558,UPI,8.42,3.89,Toys
Flipkart Festive Sale in 2021! 785,2021-06-15 8:39:55,Festive Sale,2021,9778555.79,Fashion,29.05,47703,3912,4,Instagram,6949000,1.57,18.56,4.47,132126,UPI,12.82,2.96,Washing Machine
Flipkart Big Billion Days Sale in 2023! 786,2023-12-03 13:18:47,Big Billion Days Sale,2023,5761799.09,Groceries,6.84,8086,8112,3,Twitter,9489000,0.54,22.63,1.78,456238,Wallet,6.4,4.74,Shoes
Flipkart GOAT Sale in 2023! 787,2023-02-27 9:50:25,GOAT Sale,2023,748209.89,Books,44.14,15598,7442,3,Email,7212000,4.4,35.5,2.07,587318,Credit Card,6.63,3.09,Washing Machine
Flipkart Flash Sale in 2022! 788,2022-02-05 13:37:21,Flash Sale,2022,6579109.12,Groceries,33.24,32275,2665,7,Instagram,8579000,2.84,55.39,1.92,897150,Cash on Delivery,11.57,3.42,Toys
Flipkart Big Billion Days Sale in 2020! 789,2020-01-27 9:00:34,Big Billion Days Sale,2020,7478366.32,Home,17.04,40629,8685,1,Twitter,3170000,3.06,15.47,4.36,418621,Debit Card,7.06,2.52,Smartphone
Flipkart Deal of the Day in 2020! 790,2020-04-09 17:04:00,Deal of the Day,2020,7232718.13,Home,51.19,6657,1216,6,Email,746000,4.72,42.58,2.55,152642,UPI,3.03,4.52,Smartphone
Flipkart Festive Sale in 2024! 791,2024-07-23 12:31:17,Festive Sale,2024,285866.6,Groceries,46.72,23787,6367,1,Facebook,6822000,4.91,70.91,2.34,354164,UPI,3.98,3.86,Toys
Flipkart Festive Sale in 2024! 792,2024-03-03 13:53:40,Festive Sale,2024,9945896.19,Fashion,28.65,25591,1871,3,Instagram,6226000,3.69,45.52,3.52,372585,Credit Card,12.77,3.18,Smartphone
Flipkart Clearance Sale in 2024! 793,2024-09-02 15:07:38,Clearance Sale,2024,725917.81,Groceries,46.67,38255,3316,4,Twitter,3833000,1.07,60.69,3.62,159445,UPI,13.44,3.33,Toys
Flipkart No Cost EMI Sale in 2022! 794,2022-07-01 21:00:27,No Cost EMI Sale,2022,7937371.1,Groceries,68.74,11367,1870,6,Twitter,9077000,3.06,46.42,4.57,105082,Wallet,13.52,4.87,Headphones
Flipkart Clearance Sale in 2024! 795,2024-04-24 4:02:38,Clearance Sale,2024,5816914.04,Sports,29.33,8941,2031,7,Instagram,5756000,1.83,23.01,4.56,542755,UPI,6.49,3.2,Laptop
Flipkart Monsoon Sale in 2021! 796,2021-03-23 20:18:51,Monsoon Sale,2021,1321413.09,Sports,64.45,9688,5651,5,Twitter,8541000,2.57,78.58,3.69,489917,Debit Card,10.37,4.16,Washing Machine
Flipkart Monsoon Sale in 2022! 797,2022-02-03 18:02:48,Monsoon Sale,2022,1952535.69,Beauty,6.5,2232,4476,3,Twitter,7756000,1.57,49.02,1.27,95327,Debit Card,4.53,3.53,Perfume
Flipkart Flash Sale in 2020! 798,2020-09-23 2:32:36,Flash Sale,2020,411158.25,Toys,41.66,9973,568,7,Facebook,5020000,0.68,28.36,2.8,415422,UPI,5.21,3.84,Books
Flipkart Summer Sale in 2020! 799,2020-08-05 17:01:15,Summer Sale,2020,2500964.35,Groceries,69.46,32817,2100,7,Facebook,5297000,2.84,15.26,0.7,556971,Cash on Delivery,4.92,3.93,Laptop
Flipkart GOAT Sale in 2023! 800,2023-11-04 15:31:20,GOAT Sale,2023,3866667.5,Toys,33.63,40079,1926,6,Email,2790000,0.71,40.97,1.11,304119,Cash on Delivery,6.1,2.67,Smartphone
Flipkart Clearance Sale in 2025! 801,2025-01-31 1:11:31,Clearance Sale,2025,4567858.34,Beauty,8.65,3352,7014,6,Twitter,516000,4.03,31.04,3.75,552717,Wallet,11,3.36,Headphones
Flipkart No Cost EMI Sale in 2021! 802,2021-03-14 1:45:57,No Cost EMI Sale,2021,112610.77,Electronics,17.74,40056,6070,7,Facebook,1800000,1.57,14.81,0.7,946719,Cash on Delivery,13.33,3.75,Smartphone
Flipkart Winter Sale in 2023! 803,2023-10-07 5:15:54,Winter Sale,2023,6354755.16,Beauty,37.11,10263,3292,4,Instagram,9069000,1.83,61.85,4.75,692242,Credit Card,14.34,3.16,Perfume
Flipkart GOAT Sale in 2023! 804,2023-08-27 4:09:02,GOAT Sale,2023,8300800.21,Books,13.58,39702,7040,1,Flipkart App,8726000,1.02,18.87,3,816937,UPI,6.72,4.78,Books
Flipkart GOAT Sale in 2025! 805,2025-08-10 20:05:35,GOAT Sale,2025,2670957.83,Sports,14.55,22746,6077,2,Facebook,6543000,0.3,68.67,1.09,467511,Debit Card,10.63,3.91,Shoes
Flipkart GOAT Sale in 2020! 806,2020-10-13 8:40:45,GOAT Sale,2020,8090729.52,Books,10.53,48753,7588,6,Email,8360000,4.34,34.09,2.75,941411,Credit Card,9.52,4.9,Shoes
Flipkart Big Billion Days Sale in 2022! 807,2022-08-27 15:45:35,Big Billion Days Sale,2022,2375613.82,Books,33.51,16022,1464,2,Twitter,3400000,3.8,20.97,2.69,509088,Credit Card,3.52,4.32,Toys
Flipkart Clearance Sale in 2023! 808,2023-11-28 7:25:13,Clearance Sale,2023,8760693.16,Fashion,36.21,46064,9591,7,Email,9961000,4.86,73.55,2.98,646054,Wallet,8.82,4.86,Shoes
Flipkart Monsoon Sale in 2022! 809,2022-07-27 0:34:56,Monsoon Sale,2022,143680.78,Sports,15.13,47800,2232,1,Twitter,900000,3.7,36.52,0.84,746086,Debit Card,7.58,3.31,Laptop
Flipkart GOAT Sale in 2022! 810,2022-07-10 11:01:09,GOAT Sale,2022,9627692.82,Sports,9.46,42043,5339,3,Instagram,6980000,4.23,25.01,1.06,682367,UPI,13.06,4.23,Smartphone
Flipkart Festive Sale in 2022! 811,2022-10-24 2:42:20,Festive Sale,2022,8413967.75,Electronics,29.83,46355,9455,4,Instagram,664000,2.24,17.21,3.5,935540,Credit Card,8.26,3.14,Books
Flipkart Flash Sale in 2021! 812,2021-06-15 17:45:53,Flash Sale,2021,1757195.66,Home,39.08,2138,7965,2,Flipkart App,7353000,1.6,68.58,2.68,864694,Debit Card,9.71,3.73,Smartphone
Flipkart Winter Sale in 2020! 813,2020-09-06 15:19:39,Winter Sale,2020,1749012.01,Books,52.65,42423,8430,2,Facebook,6281000,2.52,75.64,3.19,551958,Debit Card,12.39,4.54,Headphones
Flipkart Festive Sale in 2023! 814,2023-03-03 7:06:07,Festive Sale,2023,7822077.51,Fashion,12.3,1246,5237,3,Flipkart App,1698000,1.14,21.29,1.8,214359,Wallet,7.15,4.74,Toys
Flipkart Monsoon Sale in 2021! 815,2021-02-09 22:37:07,Monsoon Sale,2021,5617974.9,Books,24.25,48686,8901,1,Instagram,1621000,0.11,25.55,3.7,798366,UPI,4.19,3.31,Shoes
Flipkart Summer Sale in 2020! 816,2020-06-16 3:56:12,Summer Sale,2020,5461074,Home,17.45,20984,2719,1,Twitter,5337000,2.39,10.03,4.48,910457,Credit Card,11.58,3.87,Toys
Flipkart Deal of the Day in 2024! 817,2024-03-13 4:07:17,Deal of the Day,2024,5815428.36,Toys,30.93,3630,5518,1,Twitter,2257000,4.78,19.64,3.73,397053,Cash on Delivery,6.87,2.63,Laptop
Flipkart Festive Sale in 2021! 818,2021-10-18 8:14:16,Festive Sale,2021,1922441.86,Groceries,46.25,27646,3140,7,Twitter,3617000,0.54,64.78,1.9,85060,UPI,6.97,3.96,Shoes
Flipkart No Cost EMI Sale in 2024! 819,2024-05-10 4:55:36,No Cost EMI Sale,2024,5605843.92,Sports,48.16,10805,2547,1,Email,6833000,3.54,56.11,3.17,369810,Credit Card,14.58,2.91,Toys
Flipkart Clearance Sale in 2025! 820,2025-03-08 19:06:14,Clearance Sale,2025,2277650.6,Toys,60.07,23077,9176,3,Email,7241000,4.54,21.72,0.71,221915,Wallet,12.32,2.59,Headphones
Flipkart GOAT Sale in 2023! 821,2023-05-22 1:17:40,GOAT Sale,2023,3059708.5,Groceries,16,3638,2611,5,Email,1095000,2.02,65.03,2.35,789887,UPI,1.11,4.14,Books
Flipkart Clearance Sale in 2021! 822,2021-03-21 4:42:45,Clearance Sale,2021,9576306.03,Fashion,8.89,27260,8537,6,Instagram,4658000,4.43,16.8,0.54,634253,Wallet,13.41,4.14,Laptop
Flipkart Summer Sale in 2023! 823,2023-06-05 14:50:23,Summer Sale,2023,1144275.84,Electronics,60.71,35549,4310,5,Email,5776000,3.47,16.65,0.95,643496,Credit Card,1.9,4.49,Smartphone
Flipkart Deal of the Day in 2025! 824,2025-02-17 3:03:14,Deal of the Day,2025,4263962.36,Fashion,37.64,36404,5988,2,Instagram,3162000,1.2,35.94,3.86,325882,Credit Card,3.6,3.76,Laptop
Flipkart Big Billion Days Sale in 2020! 825,2020-02-02 12:21:19,Big Billion Days Sale,2020,3178611.73,Beauty,35.75,11102,159,3,Facebook,8773000,3.23,54.39,1.04,995325,Debit Card,3.55,3.92,Toys
Flipkart Big Billion Days Sale in 2024! 826,2024-05-29 23:16:48,Big Billion Days Sale,2024,4372464.08,Beauty,28.38,8064,9427,5,Email,8284000,3.32,78.16,3.33,791905,UPI,12.84,3.73,Toys
Flipkart Monsoon Sale in 2022! 827,2022-06-20 1:33:16,Monsoon Sale,2022,347411.23,Sports,62.17,15384,1901,6,Flipkart App,5405000,4.62,75.3,2.04,490174,Cash on Delivery,5.91,3.85,Headphones
Flipkart Winter Sale in 2025! 828,2025-10-17 5:41:53,Winter Sale,2025,8648411.76,Toys,9.13,29557,4699,7,Instagram,6338000,3.44,73.29,3.97,718851,UPI,8.35,3.09,Headphones
Flipkart Festive Sale in 2023! 829,2023-05-23 1:53:21,Festive Sale,2023,7735502.08,Toys,54.91,10643,6611,3,Facebook,8524000,1.51,55.89,3.01,223034,Wallet,1.61,3.98,Shoes
Flipkart Deal of the Day in 2024! 830,2024-05-14 11:26:47,Deal of the Day,2024,6610932.87,Books,61.38,23644,830,1,Twitter,5240000,2.35,73.26,3.87,737408,Debit Card,6.12,4.03,Books
Flipkart GOAT Sale in 2024! 831,2024-11-09 7:10:21,GOAT Sale,2024,3923648.92,Toys,64.47,29133,8410,2,Flipkart App,7501000,0.31,27.04,3.65,275416,Debit Card,11.9,3.23,Toys
Flipkart GOAT Sale in 2022! 832,2022-11-16 13:57:44,GOAT Sale,2022,8470340.66,Books,53.18,3072,6047,2,Flipkart App,1005000,4.06,50.11,1.75,86560,Credit Card,4.6,3.25,Headphones
Flipkart Winter Sale in 2020! 833,2020-10-30 21:39:29,Winter Sale,2020,7189852.79,Sports,48.96,12337,7785,4,Facebook,3958000,0.43,19.89,1.57,365316,Cash on Delivery,9.96,4.3,Toys
Flipkart Monsoon Sale in 2021! 834,2021-05-13 21:56:40,Monsoon Sale,2021,3195767.23,Electronics,42.16,37869,5886,5,Twitter,2706000,3.99,40.08,1.11,104133,Debit Card,1.12,4.55,Toys
Flipkart Festive Sale in 2024! 835,2024-06-17 9:43:32,Festive Sale,2024,5520083.66,Toys,60.19,11542,6958,7,Facebook,5272000,4.1,36.14,4.44,31747,Wallet,9.22,3.86,Washing Machine
Flipkart Deal of the Day in 2023! 836,2023-09-30 20:05:47,Deal of the Day,2023,6493230.99,Toys,33.28,4051,9782,5,Email,5725000,2.96,29.71,3.77,954836,Wallet,4.55,3.35,Toys
Flipkart Deal of the Day in 2024! 837,2024-02-29 6:42:31,Deal of the Day,2024,5191671.3,Electronics,11.47,5877,4568,3,Twitter,8451000,3.99,32.15,0.9,381344,Wallet,3.44,4.93,Laptop
Flipkart Summer Sale in 2023! 838,2023-08-05 7:36:38,Summer Sale,2023,613705.05,Home,67.74,29137,945,1,Flipkart App,9994000,1.29,24.96,1.81,499893,Cash on Delivery,12.37,3.91,Books
Flipkart Deal of the Day in 2024! 839,2024-12-14 20:10:13,Deal of the Day,2024,563479.48,Electronics,60.86,36137,5021,7,Twitter,1743000,3.54,55.8,4.6,629027,UPI,6.12,4.99,Smartphone
Flipkart Clearance Sale in 2024! 840,2024-06-08 18:38:19,Clearance Sale,2024,4650985.36,Fashion,16.91,5000,7461,3,Email,4680000,3.68,22.38,2.66,858866,Credit Card,9.08,4.35,Books
Flipkart Deal of the Day in 2025! 841,2025-12-29 3:14:08,Deal of the Day,2025,5152814.89,Books,21.52,44785,5366,1,Instagram,6698000,0.19,64.33,3.17,680255,Wallet,12.67,3.91,Books
Flipkart Flash Sale in 2023! 842,2023-08-20 13:35:54,Flash Sale,2023,9032147.28,Toys,46.77,27243,5749,1,Flipkart App,9955000,0.81,27.35,3.33,671139,Cash on Delivery,10.95,3.38,Shoes
Flipkart Festive Sale in 2020! 843,2020-02-22 1:49:57,Festive Sale,2020,5727112.53,Fashion,68.25,10007,4256,6,Facebook,8130000,1.52,74.36,3.48,388095,UPI,12.85,4.94,Toys
Flipkart Flash Sale in 2024! 844,2024-08-21 21:53:56,Flash Sale,2024,4472360.57,Books,46,30845,5854,1,Email,8931000,3.62,71.65,1.08,855457,Wallet,12.32,2.91,Books
Flipkart GOAT Sale in 2023! 845,2023-11-27 9:47:54,GOAT Sale,2023,4487047.49,Groceries,65.25,38689,9415,7,Flipkart App,1125000,1.77,36.88,4.47,742739,Credit Card,11.19,2.99,Perfume
Flipkart Festive Sale in 2022! 846,2022-09-07 16:19:16,Festive Sale,2022,9726185.84,Electronics,23.4,43231,2425,5,Instagram,4397000,2.92,30.32,1.1,570489,Debit Card,5.77,3.72,Books
Flipkart Flash Sale in 2020! 847,2020-02-10 2:27:35,Flash Sale,2020,2810046.99,Fashion,25.37,22298,768,6,Instagram,4364000,3.83,18.01,4.84,577205,Wallet,11.5,2.77,Books
Flipkart Festive Sale in 2025! 848,2025-01-13 1:37:24,Festive Sale,2025,8314338.89,Toys,69.23,31604,5590,5,Email,1678000,4.41,34.64,1.85,361896,UPI,11.55,4.47,Perfume
Flipkart Flash Sale in 2020! 849,2020-10-04 22:51:17,Flash Sale,2020,529196.39,Fashion,60.77,30115,8647,5,Email,5454000,0.95,53.82,1.14,741381,UPI,6.13,4.64,Washing Machine
Flipkart No Cost EMI Sale in 2021! 850,2021-11-13 19:30:15,No Cost EMI Sale,2021,8262022.34,Groceries,20.83,22151,7903,1,Instagram,4923000,1.96,78.67,2.83,241151,Cash on Delivery,10.06,4.8,Headphones
Flipkart Summer Sale in 2021! 851,2021-12-24 10:25:36,Summer Sale,2021,3110186.5,Beauty,50.56,10929,8577,1,Flipkart App,3393000,4.34,29.54,4.71,224679,Wallet,5.05,3.62,Headphones
Flipkart Deal of the Day in 2021! 852,2021-01-17 10:30:29,Deal of the Day,2021,197496.35,Home,20.32,25178,6806,5,Flipkart App,3793000,2.36,16.31,1.32,988844,Cash on Delivery,8.42,3.01,Toys
Flipkart No Cost EMI Sale in 2020! 853,2020-07-30 20:42:02,No Cost EMI Sale,2020,4140652.2,Electronics,5.42,19559,7641,7,Instagram,6257000,0.87,27.4,1.59,500030,Wallet,7.1,3.29,Books
Flipkart Deal of the Day in 2025! 854,2025-01-09 20:16:33,Deal of the Day,2025,5014536.39,Toys,32.56,39399,7460,1,Email,4503000,3.93,71.98,2.8,871876,Wallet,3.68,3.65,Washing Machine
Flipkart GOAT Sale in 2022! 855,2022-04-01 14:53:31,GOAT Sale,2022,5916752.44,Electronics,10.47,20282,7991,3,Facebook,8445000,1.92,29.25,2.87,835003,Credit Card,11.58,4.25,Washing Machine
Flipkart GOAT Sale in 2023! 856,2023-03-30 15:39:25,GOAT Sale,2023,6321407.24,Beauty,15.19,3670,929,6,Facebook,5015000,2.2,39.64,1.07,427985,Debit Card,3.4,2.8,Shoes
Flipkart GOAT Sale in 2020! 857,2020-12-29 16:10:49,GOAT Sale,2020,5345970.53,Toys,25.83,19807,7579,1,Email,7327000,4.31,46.69,3.4,175013,Debit Card,1.86,4.58,Toys
Flipkart Monsoon Sale in 2023! 858,2023-04-15 6:01:56,Monsoon Sale,2023,2023231.71,Beauty,15.76,41770,9161,2,Facebook,9368000,2.65,59.37,4.25,30321,Credit Card,3.07,3.57,Headphones
Flipkart GOAT Sale in 2021! 859,2021-10-13 8:59:46,GOAT Sale,2021,7103840.59,Books,26.6,21428,893,2,Flipkart App,4710000,1.22,19.54,2.64,253636,Wallet,4.36,3.22,Shoes
Flipkart Winter Sale in 2020! 860,2020-05-14 14:38:51,Winter Sale,2020,406177.02,Books,35.14,7159,7960,2,Twitter,1170000,2.28,76.31,0.84,34653,UPI,5.16,4.08,Headphones
Flipkart Monsoon Sale in 2024! 861,2024-01-06 12:44:57,Monsoon Sale,2024,7688225.85,Fashion,35.1,45632,1668,7,Flipkart App,6523000,4.33,65.37,4.78,493354,UPI,4.17,3.12,Laptop
Flipkart Summer Sale in 2022! 862,2022-02-19 14:40:39,Summer Sale,2022,7490604.36,Home,43.85,17768,1161,6,Flipkart App,3686000,3.6,57.48,2.8,666235,Debit Card,9.74,4.24,Washing Machine
Flipkart Winter Sale in 2024! 863,2024-12-02 3:32:24,Winter Sale,2024,6451218.16,Books,28.93,14608,3826,3,Facebook,2048000,1.76,59.89,1.19,794230,Debit Card,6.91,4.13,Toys
Flipkart Festive Sale in 2024! 864,2024-08-18 19:56:28,Festive Sale,2024,184361.47,Home,29.65,18324,1555,5,Instagram,6250000,2.27,36.83,4.57,58375,UPI,14.24,4.36,Headphones
Flipkart Big Billion Days Sale in 2025! 865,2025-02-07 8:13:59,Big Billion Days Sale,2025,6439978.82,Toys,59.78,49757,3486,4,Facebook,6211000,0.81,11.59,4.58,363376,Wallet,7.1,3.47,Toys
Flipkart GOAT Sale in 2021! 866,2021-08-05 9:46:02,GOAT Sale,2021,639469.26,Books,54.61,8664,1967,3,Twitter,6701000,2.65,73.11,4.17,815974,Credit Card,8.91,2.52,Books
Flipkart GOAT Sale in 2023! 867,2023-02-03 19:03:12,GOAT Sale,2023,8552223.34,Fashion,59.81,24554,9753,7,Email,5342000,0.42,39.11,3.77,655652,Debit Card,1.48,4.27,Shoes
Flipkart Big Billion Days Sale in 2022! 868,2022-08-06 17:05:10,Big Billion Days Sale,2022,4515085.84,Books,53.4,6659,9528,5,Twitter,5773000,2.43,69.23,0.58,824923,Cash on Delivery,2.66,4.33,Books
Flipkart GOAT Sale in 2023! 869,2023-04-08 9:55:49,GOAT Sale,2023,4986860.61,Electronics,69.51,6444,3364,1,Flipkart App,5562000,0.26,19.41,3.01,791671,Credit Card,14.34,3.86,Books
Flipkart Festive Sale in 2021! 870,2021-05-29 16:34:11,Festive Sale,2021,3349411.74,Books,56.74,47595,8231,1,Facebook,7020000,4.2,25.49,4.05,966519,Debit Card,3.33,2.59,Smartphone
Flipkart Summer Sale in 2024! 871,2024-05-15 9:46:24,Summer Sale,2024,8038847.08,Beauty,64.33,23735,8921,1,Twitter,4073000,4.62,52.66,2.39,478274,UPI,2.01,4.44,Shoes
Flipkart Deal of the Day in 2025! 872,2025-02-26 9:14:00,Deal of the Day,2025,8132573.86,Books,9.89,46755,8056,1,Email,1258000,3.25,24.49,1.73,11858,UPI,11.66,4.16,Headphones
Flipkart Monsoon Sale in 2021! 873,2021-09-26 16:38:05,Monsoon Sale,2021,4909423.77,Beauty,13.16,42622,8766,4,Facebook,4667000,3.94,17.13,3.6,452747,Debit Card,7.11,4.57,Toys
Flipkart Big Billion Days Sale in 2021! 874,2021-11-02 18:35:31,Big Billion Days Sale,2021,4312292.03,Sports,19.67,20923,4973,5,Facebook,7787000,2.99,75.37,3.55,272645,Debit Card,8.15,4.21,Washing Machine
Flipkart Monsoon Sale in 2022! 875,2022-03-13 4:42:54,Monsoon Sale,2022,1286634.05,Beauty,51.15,4818,8197,6,Twitter,8062000,0.85,61.08,2,567980,Cash on Delivery,2.2,3.51,Perfume
