Name,timestamp,Type,year,Total_amt_of_sale,maximum_sale_category,avg_discount,no_of_customers_visited,no_of_products_sold,duration_days,platform,campaign_budget,conversion_rate,returning_customers_percent,click_through_rate,impressions,payment_mode_used,avg_session_time,customer_rating_avg,top_selling_product
Flipkart Summer Sale in 2023,22/02/2023,GOAT Sale,2023,2146890.51,Beauty,56.41,unknown,9601,2,Facebook,9058000,4.07,15.81,2.05,564871,Debit Card,2.99,2.55,Shoes
Flipkart Monsoon Sale in 2020,30/06/2020,Monsoon Sale,2020,9641779.32,Sports,N/A,15107,2666,6,Email,3969000,2.92,32.38,1.46,726236,Cash on Delivery,5.5,4.08,Washing Machine
Flipkart GOAT Sale in 2020,25/03/2020,Deal of the Day,2020,3598695.69,Groceries,68.59,9851,6796,5,Instagram,2827000,0.73,53.05,3.66,151186,Cash on Delivery,3.98,4.54,Shoes
Flipkart Summer Sale in 2023,23/10/2023,Festive Sale,2023,8293426.83,Fashion,15.7,23089,9930,2,Instagram,7546000,3.52,48.9,4.82,694417,Credit Card,5.84,2.62,Shoes
Flipkart Monsoon Sale in 2022,2022-04-27,Deal of the Day,2022,3503099.02,Fashion,N/A,47791,6382,3,Instagram,7208000,4.03,31.83,2.29,420140,Cash on Delivery,14.77,3.4,smrtphone
Flipkart Deal of the Day in 2025,10/11/2025,Festive Sale,2025,732404.54,Fashion,,unknown,5326,7,Email,8854000,0.64,23.99,2.94,650947,Cash on Delivery,13.93,2.5,Toys
Flipkart No Cost EMI Sale in 2023,2023-07-15,Monsoon Sale,2023,778854.96,fashon,40.9,14501,3893,1,Flipkart App,8181000,2.97,23.89,0.97,823073,Credit card,9.84,3.26,Books
Flipkart Winter Sale in 2022,17/07/2022,Big Billion Days Sale,2022,6811683.3,fashon,,unknown,2985,2,Twitter,2166000,3.87,70.96,4.93,876279,UPI,2.84,2.9,Laptop
Flipkart Monsoon Sale in 2020,21/09/2020,Monsoon Sale,2020,6390170.77,Books,61.23,8921,292,3,Flipkart App,8434000,3.41,60.56,4.15,203785,UPI,8.8,4.63,Toys
Flipkart Deal of the Day in 2021,27/02/2021,Monsoon Sale,2021,8859760.34,electrnics,N/A,34211,397,7,FACEBOOK,4690000,2.1,71.67,1.83,352051,UPI,12.18,3.67,Shoes
Flipkart Monsoon Sale in 2024,21/10/2024,GOAT Sale,2024,9190141.37,Toys,,8904,6875,6,FACEBOOK,1609000,0.26,23.27,1.35,533481,paytm,10.71,3.26,Washing Machine
Flipkart No Cost EMI Sale in 2021,14/05/2021,Deal of the Day,2021,4075980.73,Sports,56.35,unknown,145,2,flipkart,5222000,2.41,42.94,1.39,400746,Debit Card,10.27,3.33,smrtphone
Flipkart GOAT Sale in 2023,23/11/2023,Flash Sale,2023,7904746.35,Home,19.83,unknown,9419,7,Flipkart App,4643000,2.51,16.43,4.57,596405,Debit Card,5.25,3.78,Toys
Flipkart Deal of the Day in 2025,19/04/2025,Winter Sale,2025,4220708.07,electrnics,23.54,34954,7376,,Email,3987000,4.51,11.57,1.02,471261,UPI,13.81,4.65,Books
Flipkart Summer Sale in 2025,27/05/2025,Big Billion Days Sale,2025,1205988.19,fashon,,25167,805,1,Flipkart App,2766000,3.38,31.11,0.99,166304,Wallet,1.94,4.76,Smartphone
Flipkart Deal of the Day in 2025,02/02/2025,Monsoon Sale,2025,1486576.19,,N/A,unknown,6330,1,,2228000,0.68,61.85,3.59,530970,Wallet,10.01,3.23,book
Flipkart Flash Sale in 2024,09/03/2024,No Cost EMI Sale,2024,209594.11,,,29090,5613,6,Twitter,4184000,4.51,15.55,1.77,743818,Debit Card,9.84,3.5,Books
Flipkart Deal of the Day in 2020,08/02/2020,Festive Sale,2020,5067615.3,Home,14.37,31373,6158,5,Email,4010000,4.02,77,4.47,429866,Credit Card,12.23,3.51,Books
Flipkart Summer Sale in 2023,26/11/2023,Clearance Sale,2023,1732771.87,Groceries,21.23,unknown,9441,5,FACEBOOK,7463000,0.91,70.5,4.32,558821,Debit Card,6.94,3.89,Toyz
Flipkart No Cost EMI Sale in 2023,10/12/2023,Festive Sale,2023,933308.24,Sports,,37692,2666,1,Twitter,4391000,2.74,46.75,2.04,85382,Debit Card,3.16,3.07,smrtphone
Flipkart Monsoon Sale in 2022,,GOAT Sale,2022,8168715.11,Home,N/A,24843,8894,1,Email,8212000,1.63,75.19,2.1,61580,Wallet,10.69,3.51,Books
Flipkart Clearance Sale in 2021,25/07/2021,Festive Sale,2021,8840183.84,fashon,N/A,19991,1217,7,flipkart,2533000,0.79,52.77,4.81,496980,COD,9.27,4.53,Headphones
Flipkart Flash Sale in 2025,14/01/2025,No Cost EMI Sale,2025,9477137.64,electrnics,60.97,unknown,9559,4,Flipkart App,1211000,0.6,74.28,4.57,122787,paytm,14.73,4.96,Books
Flipkart Big Billion Days Sale in 2023,22/10/2023,Festive Sale,2023,2165256.28,Toys,,11173,7307,4,Flipkart App,8463000,0.47,26.26,1.13,117490,Debit Card,9.52,4.75,Washing Machine
Flipkart Big Billion Days Sale in 2023,11/11/2023,Winter Sale,2023,6358046.37,Fashion,16.89,16403,6693,5,flipkart,3374000,2.88,41.1,2.67,160236,Credit card,14.08,3.06,Toyz
Flipkart Summer Sale in 2025,08/08/2025,Big Billion Days Sale,2025,9419849.85,,54.01,13820,,1,Whatsapp,6187000,1.76,18.42,2.93,328953,Credit Card,8.46,3.28,Perfume
Flipkart Winter Sale in 2025,05/07/2025,Deal of the Day,2025,2100258.63,Home,,unknown,9790,5,Whatsapp,6302000,3.54,50.06,2.42,603605,Cash on Delivery,13.18,3.57,Smartphone
Flipkart Monsoon Sale in 2022,06/12/2022,Clearance Sale,2022,6911346.35,Books,N/A,33807,4634,7,flipkart,913000,2.49,32.98,3.48,143780,UPI,7.53,4.3,Toyz
Flipkart Winter Sale in 2023,05/11/2023,No Cost EMI Sale,2023,5531424.09,Groceries,N/A,unknown,9489,4,Email,9367000,4.98,29.11,2.14,393285,Debit Card,7.23,4.52,Shoes
Flipkart Flash Sale in 2021,30/05/2021,Deal of the Day,2021,4508540.83,Toys,22.35,8948,8176,7,Instagram,1215000,2.71,74.29,1.32,691711,Credit card,1.65,3.34,Toyz
Flipkart GOAT Sale in 2021,17/10/2021,Deal of the Day,2021,3602182.61,electrnics,N/A,unknown,9487,7,Email,5608000,1.67,12.58,4.81,632685,Credit card,7.33,3.27,smrtphone
Flipkart Summer Sale in 2024,17/06/2024,Monsoon Sale,2024,8174852.59,,N/A,unknown,9647,7,Instagram,2180000,1.95,35.15,1.04,665841,paytm,13.23,3.69,Shoes
Flipkart Flash Sale in 2021,2021-10-17,Clearance Sale,2021,,Groceries,N/A,unknown,634,2,Twitter,1076000,4.94,27.05,2.97,124357,Cash on Delivery,4.8,3.88,Toys
Flipkart Flash Sale in 2025,27/07/2025,Flash Sale,,5780451.62,Electronics,12.27,unknown,9288,7,Instagram,6590000,1.68,42.5,2.91,721832,UPI,13.57,3.41,Shoes
Flipkart Big Billion Days Sale in 2022,03/04/2022,Festive Sale,2022,681946.01,electrnics,44.48,unknown,3593,1,Twitter,6884000,1.83,67.26,1.53,843574,paytm,4.7,4.75,book
Flipkart Big Billion Days Sale in 2025,17/09/2025,Summer Sale,2025,9802768.41,Fashion,14.07,23243,4735,1,Instagram,1119000,0.52,11.16,1.95,246803,UPI,3,3.64,Smartphone
Flipkart Deal of the Day in 2022,30/06/2022,No Cost EMI Sale,,956325.3,fashon,9.67,49363,2284,3,Flipkart App,3279000,2.21,32.83,2.04,835798,COD,12.54,2.79,Smartphone
Flipkart Deal of the Day in 2023,18/11/2023,Monsoon Sale,2023,,Books,6.41,unknown,4251,7,Flipkart App,7349000,4.26,23.47,4.4,61519,Credit card,2.79,3.14,Headphones
Flipkart Deal of the Day in 2020,05/08/2020,Deal of the Day,2020,9801785.58,fashon,40.49,31179,2805,2,Whatsapp,4589000,0.85,75.02,2.19,99500,Credit card,8.55,4.34,Smartphone
Flipkart Summer Sale in 2025,03/03/2025,Summer Sale,2025,9118710.84,Books,,unknown,9996,6,Flipkart App,4960000,3.19,60.13,4.59,121105,Cash on Delivery,10.39,4.61,Toyz
Flipkart Clearance Sale in 2023,04/03/2023,Flash Sale,2023,9305023.83,Home,13.6,6857,1532,4,Whatsapp,1554000,2.73,38.97,2.88,872155,Credit card,14.95,2.94,Shoes
Flipkart Monsoon Sale in 2024,05/02/2024,Clearance Sale,2024,9970790.37,fashon,23.47,14467,8960,6,FACEBOOK,4646000,0.61,26.43,1.67,810876,Wallet,5.72,4.2,smrtphone
Flipkart Big Billion Days Sale in 2025,02/06/2025,Monsoon Sale,2025,7979223.95,Electronics,69.89,unknown,5517,5,Whatsapp,3995000,3.07,64.41,3.68,266798,UPI,1.89,3.99,smrtphone
Flipkart Flash Sale in 2022,26/04/2022,No Cost EMI Sale,2022,1479732.83,fashon,42.13,unknown,5069,4,FACEBOOK,4191000,3.24,20.33,2.61,588627,Wallet,7.14,3.64,smrtphone
Flipkart Big Billion Days Sale in 2020,10/03/2020,No Cost EMI Sale,2020,3534702.91,Groceries,,unknown,5446,1,FACEBOOK,2559000,2.07,21.82,3.74,526016,Debit Card,11.07,2.8,Toyz
Flipkart Big Billion Days Sale in 2022,06/12/2022,Big Billion Days Sale,2022,4675922.15,electrnics,19.51,unknown,3675,3,Instagram,2798000,0.89,53.42,0.54,210324,paytm,4.42,4.05,Toyz
Flipkart Winter Sale in 2020,14/12/2020,Big Billion Days Sale,2020,6549202.31,Sports,9.71,unknown,8440,3,flipkart,6880000,3.72,46.27,1.14,275343,Cash on Delivery,9.73,3.62,Washing Machine
Flipkart Monsoon Sale in 2021,22/11/2021,Winter Sale,2021,4706427.18,electrnics,N/A,unknown,6767,6,flipkart,7207000,4.05,58.27,2.48,501676,Cash on Delivery,6.11,4.12,Smartphone
Flipkart Deal of the Day in 2020,2020-08-12,Clearance Sale,2020,5502795.62,Toys,,34863,8693,7,Whatsapp,4703000,3.17,19.69,4.45,457005,paytm,3.73,3.37,Perfume
Flipkart Winter Sale in 2025,11/05/2025,No Cost EMI Sale,2025,4195871.9,,N/A,unknown,9551,,Facebook,5996000,3.97,50.76,4.25,931889,Cash on Delivery,3.79,2.58,Smartphone
Flipkart Summer Sale in 2020,09/07/2020,Deal of the Day,2020,1448161.65,Toys,N/A,unknown,2218,2,Facebook,1083000,0.93,62.34,3.52,483104,Credit card,7.31,3.15,book
Flipkart Flash Sale in 2023,16/02/2023,Winter Sale,2023,664770.3,,,47668,8374,5,Instagram,2929000,1.73,56.11,1.74,929371,Cash on Delivery,7.11,4.09,Headphones
Flipkart Festive Sale in 2023,19/08/2023,Winter Sale,2023,2636357.58,Electronics,27.5,11632,1496,3,Instagram,8483000,2.48,69.51,1.7,112087,Credit card,8.53,,Toyz
Flipkart Winter Sale in 2020,14/02/2020,Big Billion Days Sale,2020,5781239.24,,,30091,2406,6,flipkart,6870000,0.42,23.91,4.5,420372,Credit card,11.8,,
Flipkart Clearance Sale in 2020,23/08/2020,Big Billion Days Sale,2020,,fashon,5.01,25756,7530,1,Twitter,1091000,4.7,46.77,4.67,531880,UPI,1.8,4.35,Toyz
Flipkart Monsoon Sale in 2023,22/11/2023,Big Billion Days Sale,2023,3765510.45,Fashion,N/A,unknown,5894,1,Instagram,1426000,3.78,74.19,3.34,990400,UPI,9.71,4.26,Headphones
Flipkart GOAT Sale in 2021,2021-07-13,Deal of the Day,2021,497123.13,Sports,N/A,unknown,8027,1,Twitter,1895000,3.16,17.57,2.77,585491,Credit card,9.59,4.63,smrtphone
Flipkart Winter Sale in 2020,02/04/2020,Big Billion Days Sale,2020,8160263.34,Books,N/A,unknown,195,2,Facebook,9099000,1.68,38.27,1.6,975818,paytm,11.33,4.39,Smartphone
Flipkart Monsoon Sale in 2021,27/09/2021,Deal of the Day,2021,6779604.72,,24.45,unknown,673,2,Facebook,8069000,2.24,46.67,2.26,514859,Wallet,13.53,4.37,Books
Flipkart Big Billion Days Sale in 2025,12/03/2025,Winter Sale,2025,,Home,,unknown,6715,6,Instagram,5981000,4.61,29.33,2.23,269333,Credit card,11.42,4.65,Perfume
Flipkart Winter Sale in 2023,21/09/2023,GOAT Sale,2023,920572.25,Home,,unknown,8433,4,Instagram,1549000,3.8,12.14,4.33,666029,Credit card,4.85,3.84,Perfume
Flipkart No Cost EMI Sale in 2023,25/07/2023,Big Billion Days Sale,2023,9669290.82,Toys,,unknown,9137,4,Instagram,4306000,1.62,11.92,1.01,295653,Wallet,9.35,3.77,Perfume
Flipkart GOAT Sale in 2021,04/12/2021,Clearance Sale,2021,6178532.33,fashon,,unknown,2143,2,flipkart,3705000,3.66,52.68,4.05,841559,Cash on Delivery,2.14,2.55,Laptop
Flipkart Winter Sale in 2024,31/01/2024,Winter Sale,2024,6394513.7,Toys,,unknown,2320,2,Facebook,8628000,0.48,34.52,4.29,553484,Credit card,13.08,2.84,smrtphone
Flipkart Flash Sale in 2023,02/06/2023,GOAT Sale,2023,4559970.69,Fashion,,unknown,9908,7,Email,6554000,2,30.05,2.27,920316,Cash on Delivery,14.7,4.69,Toyz
Flipkart Flash Sale in 2021,06/05/2021,Festive Sale,2021,4868011.98,Toys,N/A,unknown,1916,1,Twitter,7083000,2.22,21.99,1.1,631798,Cash on Delivery,2.89,3.23,Smartphone
Flipkart Winter Sale in 2022,11/10/2022,Summer Sale,2022,8659119.96,Electronics,N/A,30209,9339,3,Facebook,9339000,4.43,48.77,4.09,561499,Wallet,13.64,3.94,Smartphone
Flipkart Deal of the Day in 2023,28/07/2023,No Cost EMI Sale,2023,1466202.03,Electronics,21.62,23397,1603,3,Instagram,1784000,2.13,12.51,1.15,164139,Wallet,3.05,4.84,Washing Machine
Flipkart Monsoon Sale in 2022,2022-04-20,Monsoon Sale,2022,2988616.12,Beauty,N/A,33782,9276,1,FACEBOOK,7493000,2.33,24.83,4.29,172371,Credit Card,2.61,3.25,Smartphone
Flipkart Summer Sale in 2024,25/03/2024,Clearance Sale,2024,8827014.58,Sports,22.26,23054,1504,2,Twitter,2220000,2,20.87,3.57,344214,Credit card,13.21,4.52,Smartphone
Flipkart GOAT Sale in 2025,14/12/2025,GOAT Sale,2025,2759441.97,Toys,,3791,,7,Twitter,5803000,3.79,59.24,0.61,636691,Credit card,12.01,2.73,Laptop
Flipkart Big Billion Days Sale in 2021,30/06/2021,Big Billion Days Sale,2021,1218708.89,Sports,20.77,34051,8636,2,FACEBOOK,922000,2.19,21.53,3.2,400250,COD,12.9,4.29,Toyz
Flipkart Festive Sale in 2022,2022-11-06,Monsoon Sale,2022,8763383.29,Fashion,,18961,4736,3,Whatsapp,6287000,2.26,48.33,0.63,57167,UPI,7.12,2.57,Smartphone
Flipkart Deal of the Day in 2023,30/09/2023,Flash Sale,2023,3050032.53,electrnics,58.09,19934,9576,1,FACEBOOK,3289000,2.78,53,4.57,579385,paytm,11.16,3.27,Washing Machine
Flipkart Monsoon Sale in 2023,29/07/2023,No Cost EMI Sale,2023,5500415.48,electrnics,46.44,29478,1792,7,Twitter,7322000,0.88,21.45,2.68,513544,Credit card,6.45,4.21,Books
Flipkart Clearance Sale in 2024,2024-03-11,Summer Sale,2024,4214832.27,Home,55.83,40370,2552,2,FACEBOOK,852000,3.63,26.81,3.49,988605,COD,2.57,3.3,Toys
Flipkart Big Billion Days Sale in 2025,17/12/2025,Winter Sale,2025,5573388.62,Beauty,,unknown,8182,6,Facebook,2466000,2.98,25.32,3.99,962439,Cash on Delivery,11.96,2.99,Shoes
Flipkart Monsoon Sale in 2022,10/05/2022,Clearance Sale,2022,,Electronics,14.51,unknown,7758,4,Whatsapp,9717000,4.8,17.13,4.2,821891,Credit Card,9.25,4.98,Perfume
Flipkart Festive Sale in 2024,18/08/2024,Big Billion Days Sale,2024,2685973.68,Fashion,41.92,31969,907,1,Flipkart App,4284000,1.9,73.33,2.41,456466,UPI,1.76,4.6,book
Flipkart Flash Sale in 2023,20/09/2023,Flash Sale,2023,2209639.9,Books,8.68,49563,9387,3,Instagram,8741000,2.14,40.87,2.61,81812,COD,12.22,4.8,Headphones
Flipkart Deal of the Day in 2022,2022-11-08,Deal of the Day,2022,5562162.96,fashon,63.62,40175,8551,4,FACEBOOK,6553000,4.82,46.31,1.05,943102,Debit Card,2.19,3.67,Books
Flipkart No Cost EMI Sale in 2020,02/10/2020,Summer Sale,2020,4501867.05,fashon,N/A,25536,5314,3,flipkart,4299000,4.89,48.14,1.76,384917,COD,9.29,4.02,Laptop
Flipkart GOAT Sale in 2022,19/10/2022,Deal of the Day,2022,4252908.43,Home,26.87,unknown,3121,1,flipkart,4227000,1.05,51.74,,741031,Credit Card,4.81,4.94,Perfume
Flipkart GOAT Sale in 2021,11/11/2021,No Cost EMI Sale,2021,1755760.89,Groceries,,unknown,5339,1,Facebook,2782000,0.26,69.74,4.54,345368,Credit Card,14.99,2.88,Toys
Flipkart Clearance Sale in 2020,16/02/2020,Deal of the Day,2020,1720814.87,Toys,69.23,unknown,3727,7,FACEBOOK,9476000,2.65,17.66,4.61,602648,Credit card,11.57,4.14,Headphones
Flipkart GOAT Sale in 2025,16/11/2025,Big Billion Days Sale,2025,7558241.42,Beauty,15.91,22432,9333,5,Flipkart App,6141000,4.06,71.76,2.93,254321,Credit card,8.98,4.41,Shoes
Flipkart Big Billion Days Sale in 2024,09/10/2024,Monsoon Sale,2024,9674743.42,Fashion,N/A,7488,6671,1,Flipkart App,2555000,3.29,52.73,1.85,149940,Debit Card,8.47,4.15,Headphones
Flipkart Clearance Sale in 2023,07/09/2023,GOAT Sale,2023,1684162.83,Fashion,N/A,34734,1422,7,FACEBOOK,5382000,3.41,71.9,2.41,865983,COD,11.54,2.87,smrtphone
Flipkart Monsoon Sale in 2025,21/06/2025,Clearance Sale,2025,4055623.71,Electronics,52.56,1288,7620,3,Twitter,8925000,1.48,36.62,,888357,Debit Card,8.37,2.53,Smartphone
Flipkart Summer Sale in 2021,12/05/2021,GOAT Sale,2021,8563735.7,Toys,N/A,19895,9211,2,Twitter,9047000,1.03,48.9,4.6,525445,Credit card,11.45,3.99,book
Flipkart Flash Sale in 2020,05/04/2020,No Cost EMI Sale,2020,3143742.6,fashon,59.27,unknown,4856,6,Twitter,8288000,1.11,23.55,1.38,87034,paytm,11.46,3.72,Books
Flipkart No Cost EMI Sale in 2023,31/12/2023,Summer Sale,2023,3225562.03,Electronics,,9792,9122,4,FACEBOOK,9111000,2.74,18.68,3.81,862632,paytm,7.08,3.64,smrtphone
Flipkart Clearance Sale in 2021,,Big Billion Days Sale,2021,413190.05,Sports,N/A,35248,7110,4,Flipkart App,3422000,3.17,26.87,3.33,580825,Credit Card,2.67,2.86,Perfume
Flipkart Big Billion Days Sale in 2022,07/05/2022,No Cost EMI Sale,2022,2902331.76,Beauty,68.02,unknown,8654,6,Whatsapp,1028000,4.48,25.59,3.86,145062,Cash on Delivery,6.64,4.34,smrtphone
Flipkart Big Billion Days Sale in 2025,13/03/2025,GOAT Sale,2025,3655916.57,electrnics,N/A,34308,4589,2,Facebook,6346000,3.85,70.74,2.09,66732,Debit Card,1.15,4.67,Toys
Flipkart Deal of the Day in 2024,15/09/2024,Festive Sale,2024,9322807.34,Books,68.2,unknown,3325,4,FACEBOOK,752000,1.56,74.04,1.28,21892,COD,4.7,3.92,Toys
Flipkart Big Billion Days Sale in 2024,16/04/2024,Deal of the Day,2024,6449834.82,Home,N/A,unknown,8457,7,flipkart,9222000,2.85,76.68,2.46,274998,Debit Card,12.77,3.88,book
Flipkart Monsoon Sale in 2024,2024-08-21,Big Billion Days Sale,2024,4449472.71,Toys,N/A,28630,165,5,Whatsapp,5599000,4.84,33.54,0.67,384287,paytm,8.37,3.1,Smartphone
Flipkart Clearance Sale in 2020,21/11/2020,Deal of the Day,2020,,electrnics,32.45,43082,9850,1,Instagram,752000,2.49,48.77,2.67,687888,Credit card,9.96,4.26,Toyz
Flipkart Clearance Sale in 2022,07/12/2022,GOAT Sale,2022,3184257.4,Toys,,unknown,343,3,Twitter,9790000,4.18,68.98,4.42,811198,Debit Card,3.94,2.6,Washing Machine
Flipkart Deal of the Day in 2024,18/09/2024,Flash Sale,2024,4261338.82,Sports,,unknown,,1,Email,7053000,2.85,42.94,3.75,338761,COD,5.12,4.85,Smartphone
Flipkart Flash Sale in 2024,2024-09-08,Deal of the Day,2024,6668239.06,Beauty,N/A,,8619,1,Email,1740000,4.65,58,1.08,979734,UPI,5.22,4.1,smrtphone
Flipkart Clearance Sale in 2025,13/01/2025,Winter Sale,2025,5323056.32,Home,,42080,1588,7,Twitter,8020000,0.14,71.94,0.94,845563,Debit Card,5.22,2.91,Toyz
Flipkart Monsoon Sale in 2020,19/10/2020,No Cost EMI Sale,2020,1577194.87,Books,35.17,unknown,9334,3,Twitter,8572000,0.29,21.68,1.26,649835,Wallet,8.24,3.06,Shoes
Flipkart GOAT Sale in 2023,31/12/2023,Big Billion Days Sale,2023,2819802.68,electrnics,37.44,21927,4297,4,Whatsapp,4809000,2.4,78.26,1.13,364119,paytm,12.79,2.6,smrtphone
Flipkart Monsoon Sale in 2022,25/02/2022,Summer Sale,2022,4785390.26,Books,N/A,unknown,,6,Whatsapp,6344000,2.92,45.35,4.92,200621,paytm,14.92,3.74,Laptop
Flipkart Big Billion Days Sale in 2024,30/01/2024,Festive Sale,2024,1540888.47,Electronics,17.07,44718,1931,6,Email,8689000,2.03,30.77,3.6,297392,paytm,1.72,3.74,Shoes
Flipkart Winter Sale in 2023,13/12/2023,Deal of the Day,2023,9043069.89,Electronics,43.95,unknown,431,,FACEBOOK,1188000,1.46,43.33,1.49,566566,Debit Card,9.9,4.53,Toys
Flipkart Deal of the Day in 2021,14/08/2021,Clearance Sale,2021,3347699.29,Sports,7.57,38279,7845,5,Facebook,1669000,2.47,40.71,2.45,864062,Wallet,6.5,3.94,Smartphone
Flipkart Monsoon Sale in 2024,06/03/2024,No Cost EMI Sale,2024,4011384.69,Home,,unknown,6516,2,FACEBOOK,8983000,4.08,24.28,1.64,424484,COD,12.1,4.72,Headphones
Flipkart Flash Sale in 2022,22/04/2022,Festive Sale,2022,7997702.94,Sports,,39889,6429,5,Flipkart App,7108000,3.24,40.92,2.77,305469,Debit Card,10.49,3.33,Washing Machine
Flipkart Festive Sale in 2022,05/04/2022,GOAT Sale,2022,9366753.02,electrnics,N/A,unknown,9025,4,flipkart,1642000,3.26,15.08,3.73,760399,paytm,3.84,2.64,Perfume
Flipkart Flash Sale in 2022,08/06/2022,GOAT Sale,2022,4656466.45,Electronics,,unknown,9925,7,Flipkart App,9456000,1.53,38.12,1.67,357369,COD,9.08,3.75,Headphones
Flipkart GOAT Sale in 2024,26/08/2024,Summer Sale,2024,5658948.59,,52.8,unknown,5791,6,Flipkart App,1314000,0.45,,3.93,124928,Debit Card,2.66,3.22,smrtphone
Flipkart Festive Sale in 2024,28/11/2024,Festive Sale,2024,6352406.16,Fashion,N/A,unknown,1689,3,Flipkart App,9909000,1.36,56.44,4.92,906429,Debit Card,3.15,4.16,Perfume
Flipkart Deal of the Day in 2021,25/10/2021,Festive Sale,2021,9191422.28,Books,N/A,unknown,7058,7,Twitter,7618000,2.9,67.65,1.34,339713,Credit Card,11.22,3.02,Headphones
Flipkart Summer Sale in 2020,10/05/2020,No Cost EMI Sale,2020,4160912.22,,,unknown,6081,3,Whatsapp,969000,1.7,13.28,2.23,509839,UPI,8.46,3.3,Washing Machine
Flipkart Flash Sale in 2025,15/04/2025,Monsoon Sale,2025,1084444.77,Groceries,47.07,25756,2904,7,Twitter,,0.63,47.15,4.43,866331,Debit Card,2.3,2.65,Headphones
Flipkart Flash Sale in 2022,10/03/2022,Flash Sale,2022,5523028.95,,,unknown,4949,3,Email,603000,0.97,17.7,2.03,90290,Wallet,3.33,2.74,Laptop
Flipkart No Cost EMI Sale in 2021,17/10/2021,Big Billion Days Sale,2021,9242066.51,Sports,,37837,9805,1,Whatsapp,823000,1.46,70.13,,469878,Credit Card,11.75,4.2,smrtphone
Flipkart Clearance Sale in 2024,28/04/2024,Winter Sale,2024,7869832.25,Electronics,32.81,3233,7920,5,Whatsapp,4047000,1.04,68.66,4.58,405959,COD,6.34,3.19,Perfume
Flipkart Winter Sale in 2025,16/04/2025,,2025,1072120.3,Books,53.27,unknown,1345,3,Flipkart App,4350000,2.2,11.11,2.14,117800,UPI,14.1,3.86,Washing Machine
Flipkart Big Billion Days Sale in 2021,09/10/2021,Winter Sale,2021,5743792.27,electrnics,N/A,38842,355,7,Flipkart App,2932000,2.13,72.71,1.04,181623,paytm,10.62,4.2,Laptop
Flipkart Deal of the Day in 2022,03/11/2022,Monsoon Sale,2022,7094702.99,Groceries,54.77,unknown,2461,4,Facebook,6132000,0.76,41.4,2.21,61253,Debit Card,13.78,4.99,Shoes
Flipkart Clearance Sale in 2021,25/06/2021,No Cost EMI Sale,2021,2024388.04,fashon,26.49,15153,2596,3,Flipkart App,9840000,4.85,12.64,1.27,469025,Debit Card,1.52,2.5,Shoes
Flipkart Monsoon Sale in 2020,12/04/2020,Flash Sale,2020,5166531.27,electrnics,N/A,38817,9660,4,Twitter,7336000,4.63,27.46,1.31,253940,Cash on Delivery,6.89,2.82,Perfume
Flipkart Winter Sale in 2021,20/01/2021,Big Billion Days Sale,2021,9706541.72,Fashion,,8627,7582,2,flipkart,9681000,4.28,53.67,4.46,334418,Cash on Delivery,13.91,4.86,Toyz
Flipkart Deal of the Day in 2024,25/06/2024,Winter Sale,2024,7437009.98,Home,,unknown,1974,3,Instagram,6165000,0.68,21.6,2.31,491452,Credit card,11.19,2.56,Toyz
Flipkart Winter Sale in 2024,24/07/2024,Monsoon Sale,2024,6508673.68,Sports,69.13,unknown,928,,Email,2861000,3.87,20.6,3.78,216726,Cash on Delivery,8.43,3.47,Toys
Flipkart Summer Sale in 2023,26/01/2023,Clearance Sale,2023,8703514.34,Beauty,61.49,6276,4877,4,Instagram,7515000,4.7,69.5,4.36,90864,Credit card,5.76,4.13,Books
Flipkart Festive Sale in 2022,22/09/2022,Winter Sale,2022,3414353.82,Fashion,,unknown,4827,5,FACEBOOK,1624000,4.76,14.37,2.36,390785,UPI,2.25,4.34,Books
Flipkart No Cost EMI Sale in 2021,25/08/2021,No Cost EMI Sale,2021,1512550.23,Books,30.9,unknown,9307,1,Whatsapp,1628000,0.68,57.61,1.61,987526,,6.14,3.46,Headphones
Flipkart Summer Sale in 2024,01/01/2024,GOAT Sale,2024,7419953.9,Sports,34.5,unknown,5535,1,FACEBOOK,3645000,0.2,64.02,1.73,387915,Debit Card,13.24,2.96,Washing Machine
Flipkart Winter Sale in 2021,24/03/2021,Festive Sale,2021,3511144.76,Beauty,67.54,17192,9191,4,FACEBOOK,8536000,0.45,62.21,3.42,731888,Debit Card,10.54,4.02,Books
Flipkart No Cost EMI Sale in 2025,09/01/2025,GOAT Sale,2025,5189153.91,Home,,unknown,9134,5,flipkart,6223000,2.94,37.44,4.72,435131,Debit Card,5.69,4.96,Laptop
Flipkart No Cost EMI Sale in 2020,02/01/2020,Deal of the Day,2020,3678686.18,Toys,N/A,unknown,5971,6,Flipkart App,6580000,1.08,37.28,1.82,510452,Credit card,3.61,4.68,Laptop
Flipkart Clearance Sale in 2021,29/08/2021,Clearance Sale,2021,4005192.78,Fashion,N/A,unknown,8186,2,Facebook,6830000,1.51,73.74,3.26,107908,UPI,13.33,2.98,Books
Flipkart Flash Sale in 2020,26/02/2020,Flash Sale,2020,,Beauty,27.11,40774,9611,1,FACEBOOK,5745000,1.57,11.35,3.94,763706,COD,3.14,3.47,Perfume
,21/05/2024,Summer Sale,2024,2400027.27,Home,N/A,39903,6035,2,Twitter,4440000,3.99,66.28,1.02,416215,COD,12.11,4.84,book
